nconst,primaryName,birthYear
nm0607448,Boris Morros,1891
nm0607485,Doretta Morrow,1927
nm0607507,Jo Morrow,1939
nm0607535,Patricia Morrow,1944
nm0607558,Vic Morrow,1929
nm0607579,Barry Morse,1918
nm0607642,Lawrence Morse,
nm0607654,Patti Morse,
nm0607666,Robert Morse,1931
nm0607673,Susan E. Morse,1952
nm0607694,Fulvio Morsella,
nm0607703,Glenn Morshower,1959
nm0607704,Ahmad Kamel Mursi,1909
nm0607736,Rossana Mortara,
nm0607771,Claus Bender Mortensen,1969
nm0607813,Tina Gylling Mortensen,1956
nm0607831,Koen Mortier,1965
nm0607865,Emily Mortimer,1971
nm0607876,John Mortimer,1923
nm0607952,D. Ray Morton,
nm0607969,Edna Morton,1894
nm0607980,Gary Wade Morton,1958
nm0608087,Roy Morton,
nm0608170,Zdzislaw Mrozewski,1909
nm0608180,Paco Morán,1930
nm0608181,Javier Morán,
nm0608187,Mercedes Morán,1955
nm0608196,Milan Morávek,1923
nm0608209,Javier Morón,
nm0608210,Manuel Morón,1956
nm0608214,Ali Mosaffa,1966
nm0608225,Peter Mosbacher,1912
nm0608247,Fabrizio Mosca,
nm0608258,Michael Mosca,
nm0608266,Saverio Mosca,
nm0608289,Italo Moscati,1937
nm0608295,Vincent Moscato,1965
nm0608305,Consolata Moschera,
nm0608311,Gastone Moschin,1929
nm0608314,Giacomo Moschini,1896
nm0608324,Denis Moschitto,1977
nm0608358,Gerardo Moscoso,1945
nm0608364,Txema Moscoso,
nm0608371,Eduardo Moscovis,1968
nm0608372,Moskovitch Ilan,1966
nm0608405,Bill Moseley,1951
nm0608428,Page Mosely,1959
nm0608434,Simon Moseley,
nm0608483,Edda Moser,1938
nm0608485,Esther Moser,
nm0608491,Giorgio Moser,1923
nm0608513,Oliver Moser,1987
nm0608632,William R. Moses,1959
nm0608701,Moni Moshonov,1951
nm0608720,Antoine Mosin,
nm0608761,Aryeh Moskona,1947
nm0608786,Jennie Moskowitz,1868
nm0608804,Andrey Moskvin,1901
nm0608806,Klavdiya Moskvina,1915
nm0608831,Kevin Mosley,
nm0608853,Roger E. Mosley,1938
nm0608878,Víctor Mosqueira,1962
nm0608912,Barry Moss,1940
nm0608914,Basil Moss,1935
nm0608950,Don Moss,
nm0608973,Gerald Moss,1916
nm0609055,Paige Moss,1973
nm0609078,Ronn Moss,1952
nm0609114,Ebon Moss-Bachrach,1977
nm0609129,Åsa Mossberg,1968
nm0609139,Rebecca von Mitzlaff,1981
nm0609151,Ib Mossin,1933
nm0609154,Graziella Mossini,
nm0609180,Mireille Mossé,
nm0609200,Niazi Mostafa,1910
nm0609212,Matías Mosteirín,1974
nm0609215,Josh Mostel,1946
nm0609216,Zero Mostel,1915
nm0609219,Denis-Noel Mostert,
nm0609231,Murray Moston,1919
nm0609240,Tone Beate Mostraum,1974
nm0609252,Nemanja Mosurovic,
nm0609261,Myriam Moszko,
nm0609265,Martin Moszkowicz,1958
nm0609290,Jorge Mota,1955
nm0609306,Masako Motai,1952
nm0609323,Etta Moten,1901
nm0609359,Motilal,1910
nm0609387,Kukiko Moto,
nm0609399,Katsuyuki Motohiro,1965
nm0609402,Isamu Motoki,
nm0609403,Masahiro Motoki,1965
nm0609404,Sôjirô Motoki,1914
nm0609408,Eibi Motomochi,
nm0609425,Yoshiaki Motoya,
nm0609470,Toby Mott,
nm0609481,Eliezer Motta,1945
nm0609502,Nelson Motta,1944
nm0609516,Régine Motte,
nm0609526,Alain Mottet,1928
nm0609550,Raffaele Mottola,
nm0609579,Judy Motulsky,1948
nm0609594,Vladimir Motyl,1927
nm0609617,Biman Mouafi,
nm0609629,Catherine Mouchet,1959
nm0609635,Jaroslav Moučka,1923
nm0609662,Anna Mouglalis,1978
nm0609675,Tatiana Moukhine,1922
nm0609681,René Moulaert,1901
nm0609685,Eric Moulard,
nm0609699,John Moulder-Brown,1953
nm0609717,Jean-Pierre Moulin,1933
nm0609730,Elisabeth Moulinier,
nm0609781,Bertrand Mouly,
nm0609783,Gérard Moulévrier,
nm0609824,Sophie Mounicot,1960
nm0609827,Colin Mounier,1942
nm0609830,Bachir Mounir,1930
nm0609832,Mohamed Mounir,1954
nm0609833,Sherif Mounir,1959
nm0609845,Anson Mount,1973
nm0609859,Peggy Mount,1915
nm0609918,Edgar Moura,
nm0609923,Gilberto Moura,
nm0609944,Wagner Moura,1976
nm0609964,Consuelo Moure,
nm0609966,Eduardo Moure,
nm0609981,Emmanuel Mouret,1970
nm0609984,Jany Mourey,
nm0609999,Vangelis Mourikis,
nm0610025,Yves Mourousi,1942
nm0610028,Nadia Mourouzi,
nm0610035,Mahmoud Moursy,1923
nm0610038,Alain Moury,
nm0610067,Mouss Zouheyri,
nm0610071,Ibrahim Moussa,1946
nm0610097,Jean Mousselle,1918
nm0610115,Marcel Moussy,1924
nm0610127,Sotiris Moustakas,1940
nm0610161,Benjamin Mouton,1965
nm0610164,Catherine Mouton,
nm0610181,Amalia Moutousi,
nm0610186,Giorgos Moutsios,1932
nm0610194,Mohammad Reza Mouyini,
nm0610224,Irina Movila,1966
nm0610228,Lisbeth Movin,1917
nm0610253,Alan Mowbray,1896
nm0610273,Patrick Mower,1938
nm0610303,John Llewellyn Moxey,1925
nm0610347,Antoinette Moya,1928
nm0610393,Rubén Moya,1956
nm0610404,Hernán Moyano,1977
nm0610405,José M. G. Moyano,
nm0610436,Eric Moyer,
nm0610515,Eric Moynier,
nm0610537,Bruno Moynot,1950
nm0610556,Sophie Moyse,1961
nm0610565,Majid Mozaffari,1951
nm0610575,Leszek Mozdzer,1971
nm0610593,Leonid Mozgovoy,1941
nm0610603,Jaroslav Mozis,
nm0610617,Norman Mozzato,1940
nm0610628,Marianna Moór,1943
nm0610687,Mridula Rani,
nm0610688,Andrija Mrkaic,
nm0610691,Dragana Mrkic,1966
nm0610718,Íce Mrozek,
nm0610731,Zofia Mrozowska,1922
nm0610750,Valérie Mréjen,1969
nm0610751,Ryszard Mróz,1951
nm0610786,Mu Chu,1938
nm0610797,Kunihiko Murai,1945
nm0610799,Mubarak Mechant,1909
nm0610814,Bujar Muca,
nm0610831,Gabriele Muccino,1967
nm0610832,Silvio Muccino,1982
nm0610839,Anna Mucha,1980
nm0610858,Aruna Mucherla,
nm0610879,Jan P. Muchow,1971
nm0610880,Mathias Muchus,1957
nm0610904,Zoltán Mucsi,1957
nm0610960,Kornél Mundruczó,1975
nm0610989,Jean-Paul Muel,1944
nm0611145,Joachim Dietmar Mues,1945
nm0611166,Emina Minka Muftic,1961
nm0611211,Giampiero Mughini,1941
nm0611212,Mugihito,1944
nm0611243,Amir Muhammad,1972
nm0611274,András Muhi,1956
nm0611275,Klára Muhi,
nm0611315,Anita Mui,1963
nm0611320,Siu-Wai Mui,1966
nm0611321,Tung-Lit Mui,
nm0611344,Domonic Muir,1962
nm0611348,Esther Muir,1903
nm0611350,Frank Muir,1920
nm0611351,Gavin Muir,1900
nm0611390,Rob Muir,
nm0611400,Valma Muir,
nm0611421,Titus Muizelaar,1949
nm0611423,Enrique Muiño,1881
nm0611435,Anusuya Majumdar,
nm0611446,Kan Mukai,1937
nm0611452,Mariko Mukai,1937
nm0611458,Asami Mukaidono,1954
nm0611460,Dorin Mukama,
nm0611471,Yutthana Mukdasanit,
nm0611475,Suprova Mukerjee,
nm0611481,Mukesh,
nm0611496,Zakir Mukhamedzhanov,1921
nm0611509,Arun Mukherjee,
nm0611510,Arun Kumar Mukherjee,
nm0611513,Ashok Mukherjee,
nm0611514,Ashutosh Mukherjee,1920
nm0611516,Barun Mukherjee,
nm0611517,Bimal Mukherjee,
nm0611520,D.N. Mukherjee,
nm0611523,Devika Mukherjee,
nm0611524,Gautam Mukherjee,
nm0611525,Gyanesh Mukherjee,
nm0611531,Hrishikesh Mukherjee,1922
nm0611532,Indrani Mukherjee,1942
nm0611535,Joy Mukherjee,1939
nm0611536,Kamu Mukherjee,1931
nm0611537,Keshto Mukherjee,1925
nm0611538,Madhavi Mukherjee,1942
nm0611539,Mani Shankar Mukherjee,1933
nm0611540,Monu Mukherjee,1930
nm0611541,Nitish Mukherjee,1917
nm0611544,Pradip Mukherjee,1946
nm0611546,Prasad Mukherjee,
nm0611547,Purnendu Mukherjee,
nm0611550,Ram Mukherjee,
nm0611552,Rani Mukerji,1978
nm0611556,S. Mukherjee,
nm0611562,Shankar Mukherjee,
nm0611566,Sita Mukherjee,
nm0611568,Sujan Mukherjee,1974
nm0611570,Sumitra Mukherjee,1949
nm0611571,Sunil Mukherjee,
nm0611573,Sushmita Mukherjee,
nm0611575,Swapan Mukherjee,
nm0611582,Subodh Mukherji,1921
nm0611590,Dilip Ranjan Mukhopadhyay,
nm0611594,Nemat Mokhtar,1932
nm0611595,Sheikh Mukhtar,1914
nm0611603,Mukkamala,1920
nm0611610,Avik Mukhopadhyay,
nm0611617,Mukri,1922
nm0611618,Naseem Mukri,
nm0611625,Hirohisa Mukuju,
nm0611644,Niño Muhlach,1971
nm0611649,Adam Mularczyk,1923
nm0611650,Andrzej Mularczyk,1930
nm0611652,Edoardo Mulargia,1925
nm0611655,Piotr Mularuk,1966
nm0611663,Suhasini Mulay,1950
nm0611664,Barasbi Mulayev,1930
nm0611763,Tom Muldoon,
nm0611766,Dominic Muldowney,1952
nm0611858,Paul Mulholland,
nm0611869,Fritz Muliar,1919
nm0611879,Harry Mulisch,1927
nm0611880,Yusuf Mulji,
nm0611889,Chris Mulkey,1948
nm0611932,Peter Mullan,1959
nm0611955,Jack Mullaney,1929
nm0611971,Mullapudi Venkata Ramana,1931
nm0611972,Arthur Mullard,1910
nm0612078,Harrison Muller,
nm0612105,Claude Muller,
nm0612126,Fiorenza Muller,
nm0612127,Florence Muller,
nm0612128,Pancho Muller,1924
nm0612134,Frederick Muller,1938
nm0612137,Geoffrey Muller,1916
nm0612147,Hannes Muller,
nm0612156,Hero Muller,1938
nm0612191,Marco Müller,1953
nm0612199,Melissa Müller,
nm0612204,Michel Muller,1966
nm0612212,Myriam Muller,1971
nm0612219,Paul Muller,1923
nm0612223,Peter Paul Muller,1965
nm0612239,Romeo Muller,1928
nm0612249,Susan Muller,
nm0612280,Amar Mullick,1899
nm0612281,Pankaj Mullick,1905
nm0612334,Ranjit Mallick,1944
nm0612432,Peter Mullins,1931
nm0612468,Al Mulock,1925
nm0612474,Claude Mulot,1942
nm0612486,Brian Mulroney,1939
nm0612488,Mila Mulroney,1953
nm0612529,Charles Mulvehill,
nm0612534,Callan Mulvey,
nm0612568,Francesco Mulè,1926
nm0612614,Mumtaz Askari,1947
nm0612616,Mumtaz Begum,1923
nm0612618,Minoo Mumtaz,1942
nm0612619,Salma Mumtaz,1926
nm0612629,Mun Yong-shik,
nm0612631,Sherina Munaf,1990
nm0612638,Nami Munakata,
nm0612664,Laurits Munch-Petersen,1973
nm0612675,Charlotte Munck,1969
nm0612711,Claire Mundell,
nm0612730,Jag Mundhra,1948
nm0612736,Robert Mundi,1948
nm0612743,Herbert Mundin,1897
nm0612755,Marcos Mundstock,1942
nm0612760,Kate Mundt,1930
nm0612790,Nobuo Munekawa,
nm0612792,Luis Fernando Munera,1949
nm0612795,YoYo Mung,1975
nm0612816,Cristian Mungiu,1968
nm0612834,José Juan Munguía,1930
nm0612840,Muni,1911
nm0612864,Ferdinand Munier,1887
nm0612870,Tina Ambani,1957
nm0612876,Seraj Munir,1901
nm0612880,Ranko Munitic,1943
nm0612891,Débora Muniz,1959
nm0612901,Lauro César Muniz,1938
nm0612913,Frédéric Munié,
nm0612931,Kurt Munkacsi,
nm0612985,David Munns,
nm0612992,Pep Munné,1953
nm0612995,Shigeo Mano,
nm0612996,Hernan Muñoa,
nm0612999,Carlos Muñoz,1919
nm0613087,Andrew Munro,
nm0613093,Ben Munro,
nm0613098,Caroline Munro,1949
nm0613123,Hugh Munro,1916
nm0613130,Janet Munro,1934
nm0613134,Jim Munro,
nm0613141,Klaus Munro,1927
nm0613147,Lochlyn Munro,1966
nm0613153,Nan Munro,1905
nm0613213,Patricia de Muns,
nm0613235,Jules Munshin,1915
nm0613284,Silvia Munt,1957
nm0613305,Titus Muntean,1965
nm0613315,Bo F. Munthe,1943
nm0613349,Manuel Munz,1960
nm0613351,Michel Munz,1961
nm0613354,Luděk Munzar,1933
nm0613360,Maximo Munzi,1957
nm0613385,Nilo Zimmermann,1986
nm0613407,Murad,1911
nm0613417,Raza Murad,1950
nm0613434,Silvio Muraglia,
nm0613439,Hiroshi Murai,
nm0613442,Kunio Murai,1944
nm0613444,Sadayuki Murai,1964
nm0613445,Yoshio Murai,
nm0613457,Fujio Murakami,
nm0613461,Hiroaki Murakami,1956
nm0613472,Jun Murakami,1973
nm0613482,Osamu Murakami,
nm0613487,Ryû Murakami,1952
nm0613498,Tōru Murakawa,1937
nm0613499,Yoshirô Muraki,1924
nm0613502,Shinobu Muraki,1923
nm0613509,Morihei Murakuni,1952
nm0613512,Murali,1954
nm0613514,Murali Mohan,1940
nm0613515,G. Murali,
nm0613516,Murali,1964
nm0613517,K. Muralimohana Rao,
nm0613520,Eiko Muramatsu,1938
nm0613522,Katsumi Muramatsu,1939
nm0613528,Takatsugu Muramatsu,
nm0613530,Yasuo Muramatsu,1933
nm0613546,Katalin Murany,
nm0613547,Akira Murao,
nm0613552,Timeri N. Murari,
nm0613555,Vasile Muraru,1956
nm0613556,Shikibu Murasaki,973
nm0613561,Sachiko Murase,1905
nm0613562,Shûkô Murase,
nm0613573,Bernard Murat,1941
nm0613576,Jean Murat,1888
nm0613577,Jean-Louis Murat,1952
nm0613580,Júlia Murat,1979
nm0613587,Stéphanie Murat,1966
nm0613590,Chieko Murata,1915
nm0613594,Kiyoko Murata,1945
nm0613598,Takehiro Murata,1960
nm0613603,Mitsu Murata,1977
nm0613609,Takeo Murata,1910
nm0613632,Rinaldo Muratori,
nm0613645,Kira Muratova,1934
nm0613663,Akira Murayama,1948
nm0613668,Mitsuo Murayama,1920
nm0613669,Noé Murayama,1930
nm0613670,Ryuji Murayama,
nm0613673,Tetsuya Murayama,
nm0613828,Hilje Murel,1975
nm0613833,Fredi M. Murer,1940
nm0613835,Crina Muresan,
nm0613848,Jane Murfin,1884
nm0613851,Celina Murga,1973
nm0613858,Catalina Murgea,
nm0613863,Antonella Murgia,1942
nm0613865,Pier Giuseppe Murgia,1940
nm0613866,Pier Luigi Murgia,
nm0613867,Tiberio Murgia,1929
nm0613874,Gerardo Murguía,1958
nm0613889,Alma Muriel,1951
nm0613917,Christine Murillo,1951
nm0613929,Inés Murillo,1912
nm0613933,José L. Murillo,1905
nm0613952,Yvor Murillo,
nm0613981,John Murlowski,
nm0613997,Christopher Murney,1943
nm0614011,Gregorio Muro,
nm0614013,J. Michael Muro,1966
nm0614026,Shigeru Muroi,1960
nm0614030,Ferdinando Murolo,1938
nm0614038,Nobuaki Murooka,
nm0614107,Bill Murphy,
nm0614115,Bob Murphy,1889
nm0614151,Charlie Murphy,1959
nm0614220,Donna Murphy,
nm0614254,Ferdia Murphy,
nm0614276,Geoff Murphy,1938
nm0614278,George Murphy,1902
nm0614372,John Murphy,
nm0614436,Kevin Murphy,1956
nm0614448,Kim Murphy,1974
nm0614515,Maurice Murphy,1913
nm0614607,Paul Murphy,1954
nm0614641,Reilly Murphy,
nm0614682,Ryan Murphy,1965
nm0614742,Tab Murphy,
nm0614774,Walter Murphy,1952
nm0614781,William B. Murphy,1908
nm0614792,Robby Murr,
nm0614816,Alena Murray,1926
nm0614843,Barbara Murray,1929
nm0614926,Duane Murray,
nm0614965,Glynis Murray,
nm0614971,Guillermo Murray,1927
nm0615005,Jack Murray,1909
nm0615050,Jillian Murray,
nm0615117,Larry Murray,
nm0615164,Mary Murray,
nm0615165,Mary Murray,
nm0615206,Paul Murray,
nm0615215,Percival Murray,
nm0615249,Rodrigo Murray,1969
nm0615267,Sean Murray,
nm0615390,Antonello Murru,
nm0615428,James Murtaugh,1942
nm0615444,V.K. Murthy,1923
nm0615463,Lionel Murton,1915
nm0615465,Peter Murton,1924
nm0615480,Murugadasa,1900
nm0615491,Irina Murzayeva,1906
nm0615493,Robert Murzeau,1909
nm0615498,Sergey Murzin,1965
nm0615511,Lautaro Murúa,1926
nm0615529,Hans Musäus,1910
nm0615531,Naomasa Musaka,1954
nm0615537,Hernán Musaluppi,
nm0615540,Tony Musante,1936
nm0615552,Manasbek Musayev,1942
nm0615556,Tom Musca,
nm0615559,Michael Muscal,
nm0615576,Josh Muscatine,
nm0615591,Alfredo Muschietti,1944
nm0615607,Nino Musco,
nm0615614,Muse,
nm0615617,Clarence Muse,1889
nm0615639,Giancarlo Muselli,
nm0615652,Peter Musevski,1965
nm0615671,Gertrude Musgrove,1912
nm0615677,Mirza Musharraf,
nm0615688,Michael Moshonov,1986
nm0615698,Gianni Musy,1931
nm0615699,Diego Musiak,1969
nm0615700,Andrzej Musial,1955
nm0615754,Robert Musil,1880
nm0615762,Luigi Musini,
nm0615789,Eva Muslera,
nm0615808,Checc Musolino,
nm0615828,Michel Musseau,
nm0615832,Xavier Mussel,
nm0615842,M.M. Musselman,1899
nm0615853,Roger Mussenden,
nm0615878,Franco Mussida,
nm0615888,Bruno Musso,
nm0615890,Eugene Musso,
nm0615897,Laura Musso,
nm0615905,Alessandra Mussolini,1962
nm0615913,Bernard Musson,1925
nm0615917,Luis Mussot,1896
nm0615930,Golam Mustafa,1935
nm0615932,Houssam El-Din Mustafa,1926
nm0615951,Mustafa Mustafic,1942
nm0615965,Minttu Mustakallio,1973
nm0616026,Antonio Musu,1916
nm0616030,Romano Musumarra,1956
nm0616034,Tuccio Musumeci,1934
nm0616075,Zezinho Mutarelli,
nm0616093,Frank Muth,1959
nm0616102,T.S. Muthaiah,
nm0616107,A. Muthu,
nm0616111,Pramod Moutho,1955
nm0616114,S.P. Muthuraman,1935
nm0616122,Jari Mutikainen,
nm0616141,John Muto,
nm0616142,Sumi Mutoh,
nm0616143,Shûsaku Mutô,
nm0616145,Keiji Mutô,1962
nm0616152,Floyd Mutrux,1941
nm0616160,Mutsuhiro,
nm0616163,Gorô Mutsumi,1934
nm0616178,Nahuel Mutti,1977
nm0616195,Kiichi Mutô,1957
nm0616196,Reiko Mutô,1935
nm0616211,Franz Muxeneder,1920
nm0616213,Mathilde Muyard,
nm0616217,Viviane de Muynck,
nm0616236,Claudia Muzii,
nm0616253,Francesca Muzio,
nm0616276,Sergio Muzzi,
nm0616295,Manuel Muñiz,
nm0616299,Mauro Muñiz,1964
nm0616305,Ángel Muñiz,1960
nm0616306,Antonio Muño-Hierro,
nm0616344,Matilde Muñoz Sampedro,1900
nm0616360,Amelia Muñoz,1909
nm0616361,Amparo Muñoz,1954
nm0616377,Blanca Lidia Muñoz,1929
nm0616391,Daniel Muñoz,1966
nm0616393,David Muñoz,1968
nm0616395,Diego Muñoz,1976
nm0616414,Gloria Muñoz,1948
nm0616417,Gori Muñoz,1906
nm0616420,Gustavo Muñoz,
nm0616438,Juan Muñoz,1965
nm0616450,Lucía Muñoz,
nm0616470,Memo Muñoz,
nm0616475,Miguel Ángel Muñoz,1983
nm0616484,Patricia Muñoz,1968
nm0616489,Pep Anton Muñoz,1956
nm0616492,Rafael F. Muñoz,1899
nm0616504,Rodrigo Muñoz,1968
nm0616556,Andrey Myagkov,1938
nm0616569,Gennady Myasnikov,1919
nm0616593,Jan Mybrand,1959
nm0616659,Carmel Myers,1899
nm0616680,David Myers,1914
nm0616697,Douglas Myers,1910
nm0616704,Elissa Myers,
nm0616730,Henry Myers,1893
nm0616829,Peter Myers,1923
nm0616893,Zion Myers,1898
nm0616899,Eric Myerson,
nm0616908,Jeffrey C. Mygatt,
nm0616910,Peter Mygind,1963
nm0616913,John Myhers,1921
nm0616924,John Myhre,
nm0616933,Anne-Lise Myhrvold,
nm0616935,Nina Myhrvold,
nm0617009,Sophia Myles,1980
nm0617015,Jeffrey Mylett,1949
nm0617031,Ville Myllyrinne,1973
nm0617073,Karen-Lise Mynster,1952
nm0617078,Masako Akeboshi,
nm0617079,Myeong Gye-nam,1952
nm0617098,Per Myrberg,1933
nm0617110,Karin Myrenberg Faber,
nm0617130,Daniel Myrick,1963
nm0617141,Arden Myrin,
nm0617175,Ninel Myshkova,1926
nm0617177,Martin Mysicka,1970
nm0617189,Jan Myslowicz,
nm0617190,Míla Myslíková,1933
nm0617199,Tadeusz Myszorek,
nm0617204,Valeri Myulgaut,1961
nm0617225,Pál Mácsai,1961
nm0617235,Stella Májová,1923
nm0617237,Marie Málková,1941
nm0617240,Zsuzsa Málnai,1953
nm0617244,Iván Mándy,1918
nm0617261,Pietro Mário,1939
nm0617263,József Máriáss,1920
nm0617277,László Márkus,1927
nm0617304,Evaristo Márquez,1939
nm0617322,Luis Márquez,
nm0617336,Ricardo Márquez,
nm0617349,Balázs Márton,
nm0617362,János Másik,1952
nm0617368,Tibor Máthé,1943
nm0617378,Gábor Máté,1955
nm0617394,Outi Mäenpää,1962
nm0617396,Laine Mägi,1959
nm0617404,Frank Mähr,
nm0617407,Aleksi Mäkelä,1969
nm0617416,Konsta Mäkelä,1965
nm0617427,Taneli Mäkelä,1959
nm0617450,Jarmo Mäkinen,1958
nm0617452,Kaisa Mäkinen,
nm0617504,Peter Märthesheimer,1937
nm0617515,Claes Månsson,1950
nm0617531,Bodil Mårtensson,1944
nm0617562,Marcelo Médici,1972
nm0617567,Patrick Médioni,
nm0617582,Danielle Mélador,
nm0617585,Monique Mélinand,1916
nm0617593,Juliette Ménager,
nm0617604,Julie Ménard,
nm0617609,Robert Ménard,
nm0617622,Raúl Méndez,1975
nm0617627,Luis Méndez,
nm0617629,Abraham Méndez,
nm0617655,Fernando Méndez,1908
nm0617656,Germán Méndez,
nm0617674,Lucía Méndez,1955
nm0617683,Martín Méndez,
nm0617686,Nacho Méndez,1939
nm0617703,Ménick,
nm0617705,Margaret Ménégoz,1941
nm0617708,Edith Méra,1905
nm0617736,Macha Méril,1940
nm0617737,Prosper Mérimée,1803
nm0617740,Alexandre Mérineau,
nm0617741,Michèle Méritz,1923
nm0617746,Christian Méry,1931
nm0617755,Étienne Méry,1953
nm0617756,Laurence Méry-Clark,1932
nm0617767,Márta Mészáros,1931
nm0617774,Charles Métain,1900
nm0617777,Eric Métayer,1958
nm0617790,Myriam Mézières,1951
nm0617799,Elvira Mínguez,1965
nm0617811,Ágnes Mógor,
nm0617817,Mihály Móricz,1947
nm0617818,Zsigmond Móricz,1879
nm0617819,Diana Mórová,1970
nm0617824,Montserrat Móstoles,
nm0617827,Ikuko Môri,1933
nm0617846,Carl Möhner,1921
nm0617847,Gernot Möhner,
nm0617849,Hanro Möhr,
nm0617852,Wotan Wilke Möhring,1967
nm0617862,Gunner Møller Pedersen,1943
nm0617880,Kai Möller,1962
nm0617882,Kaya Marie Möller,1985
nm0617883,Kristoffer Möller,1968
nm0617893,Tina Möller,
nm0617908,Marianne Mörck,1949
nm0617929,Dietmar Mössmer,1955
nm0617937,Grete Møldrup,1944
nm0617960,Flemming Quist Møller,1942
nm0618007,Henrik Møller-Sørensen,1954
nm0618018,Jon Endre Mørk,1967
nm0618022,Thomas Mørk,1962
nm0618034,Francisco Múgica,1907
nm0618057,Ulrich Mühe,1953
nm0618071,Stefanie Mühlhan,1978
nm0618092,Alfred Müller,1926
nm0618097,Andreas Müller,
nm0618141,Erika Müller,
nm0618142,Ernest Müller,1906
nm0618143,Erno Müller,1917
nm0618150,Frank J. Müller,
nm0618166,H.H. Müller,1938
nm0618169,Hans Müller,1882
nm0618176,Hans-Reinhard Müller,1922
nm0618177,Hanspeter Müller,1955
nm0618206,Johannes Müller,1893
nm0618251,Max Müller,1963
nm0618272,Peter Müller,1936
nm0618281,Ralf Müller,1967
nm0618291,Richy Müller,1955
nm0618299,Rolf-Hans Müller,1928
nm0618303,Siggi Mueller,1964
nm0618323,Torunn Müller,1936
nm0618343,Wolfgang Müller,1953
nm0618356,Philipp Müller-Dorn,1967
nm0618359,Katharina Müller-Elmau,1965
nm0618391,Nikolai Müllerschön,1958
nm0618411,Richard Münch,1916
nm0618416,Gloria Münchmeyer,1938
nm0618421,Michael Münninghoff,
nm0618424,Klaus Münster,1935
nm0618427,Steffen Münster,1964
nm0618430,Heike Münstermann,
nm0618443,Holger Münzer,1939
nm0618444,Michael Münzer,1936
nm0618447,Matthias Müsse,1966
nm0618450,Lothar Müthel,1896
nm0618452,N!xau,1944
nm0618456,Fatou N'Diaye,
nm0618460,Maimouna N'Diaye,
nm0618466,Vicenta N'Dongo,1968
nm0618468,Youssou N'Dour,1959
nm0618502,Pascal N'Zonzi,
nm0618513,Man-No Chen,1946
nm0618515,Danielle Na,
nm0618517,Na Han-il,1955
nm0618520,Na Moon-hee,1941
nm0618522,Renhua Na,
nm0618565,Osami Nabe,1939
nm0618567,Imanol Nabea,
nm0618568,Atsuhiro Nabeshima,1962
nm0618572,Nabendusundar,
nm0618574,Gijs Naber,1980
nm0618579,Toshio Nabeshima,
nm0618580,Jun Nabeshima,
nm0618583,Tsuneyoshi Nabeshima,
nm0618587,Farjad Nabi,1969
nm0618600,Nina Naboka,
nm0618603,Vladimir Nabokov,1899
nm0618607,Príncipe Nabor,
nm0618619,João Nabuco,
nm0618647,Miloud Nacer,
nm0618651,Samy Naceri,1961
nm0618690,Matheus Nachtergaele,1969
nm0618696,Henni Nachtsheim,1957
nm0618705,Tasko Nacic,1934
nm0618726,Frances Nacman,1935
nm0618740,Nadajan,1902
nm0618741,Tatsuo Nadaka,1951
nm0618751,Liliana Nadal,
nm0618762,Susette Nadalutti,
nm0618768,Mustafa Nadarevic,1943
nm0618795,Claire Nadeau,1945
nm0618834,Arthur H. Nadel,1921
nm0618858,Nikolai Nademsky,1892
nm0618865,George Nader,1921
nm0618880,Ali Reza Naderi,
nm0618881,Amir Naderi,1946
nm0618884,Massoumeh Naderi,1987
nm0618886,Zahra Naderi,1987
nm0618887,Peter Nadermann,
nm0618898,Sajid Nadiadwala,1966
nm0618918,Nadira,1932
nm0618920,Nadiuska,1952
nm0618929,Ghorban Najafi,
nm0618935,Sundarrao Nadkarni,
nm0618936,Usha Nadkarni,
nm0618950,Rudolf Nadler,
nm0618960,Guy Nadon,1952
nm0618971,Robert Nador,1949
nm0618974,Yves Nadot,
nm0618986,William Nadylam,
nm0618988,Kamil Nacafzada,
nm0618991,Victorita Nae,
nm0618996,Vivian Naefe,1956
nm0619012,Didier Naert,
nm0619031,Lycia Naff,1962
nm0619047,Anant Nag,1948
nm0619048,Biren Nag,
nm0619050,Hiren Nag,
nm0619053,Shankar Nag,1954
nm0619056,T.S. Nagabharana,1953
nm0619057,Nagabhushanam,
nm0619058,Nagabhushanam,
nm0619059,Kadaru Nagabhushanam,1902
nm0619063,Hidekazu Nagae,1958
nm0619065,Kenji Nagae,1964
nm0619069,Hideichi Nagahara,1940
nm0619071,Taketoshi Nagahori,1970
